seriesId,seasonality,survey_name,measure_data_type,commerce_industry,commerce_sector,area,year,period,periodName,value
BDS0000000000000000120004LQ5,Seasonally Adjusted,Business Employment Dynamics,Gross Job Losses,Total private,Private Sector,U.S. totals,2017,Q02,2nd Quarter,2024
BDS0000000000000000120004LQ5,Seasonally Adjusted,Business Employment Dynamics,Gross Job Losses,Total private,Private Sector,U.S. totals,2017,Q01,1st Quarter,1964
BDS0000000000000000120004LQ5,Seasonally Adjusted,Business Employment Dynamics,Gross Job Losses,Total private,Private Sector,U.S. totals,2016,Q04,4th Quarter,1999
BDS0000000000000000120004LQ5,Seasonally Adjusted,Business Employment Dynamics,Gross Job Losses,Total private,Private Sector,U.S. totals,2016,Q03,3rd Quarter,1967
BDS0000000000000000120004LQ5,Seasonally Adjusted,Business Employment Dynamics,Gross Job Losses,Total private,Private Sector,U.S. totals,2016,Q02,2nd Quarter,2018
BDS0000000000000000120004LQ5,Seasonally Adjusted,Business Employment Dynamics,Gross Job Losses,Total private,Private Sector,U.S. totals,2016,Q01,1st Quarter,1954
BDS0000000000000000120004LQ5,Seasonally Adjusted,Business Employment Dynamics,Gross Job Losses,Total private,Private Sector,U.S. totals,2015,Q04,4th Quarter,1934
BDS0000000000000000120004LQ5,Seasonally Adjusted,Business Employment Dynamics,Gross Job Losses,Total private,Private Sector,U.S. totals,2015,Q03,3rd Quarter,1932
BDS0000000000000000120004LQ5,Seasonally Adjusted,Business Employment Dynamics,Gross Job Losses,Total private,Private Sector,U.S. totals,2015,Q02,2nd Quarter,1909
BDS0000000000000000120004LQ5,Seasonally Adjusted,Business Employment Dynamics,Gross Job Losses,Total private,Private Sector,U.S. totals,2015,Q01,1st Quarter,1946
BDS0000000000000000120004LQ5,Seasonally Adjusted,Business Employment Dynamics,Gross Job Losses,Total private,Private Sector,U.S. totals,2014,Q04,4th Quarter,1870
BDS0000000000000000120004LQ5,Seasonally Adjusted,Business Employment Dynamics,Gross Job Losses,Total private,Private Sector,U.S. totals,2014,Q03,3rd Quarter,1877
BDS0000000000000000120004LQ5,Seasonally Adjusted,Business Employment Dynamics,Gross Job Losses,Total private,Private Sector,U.S. totals,2014,Q02,2nd Quarter,1872
BDS0000000000000000120004LQ5,Seasonally Adjusted,Business Employment Dynamics,Gross Job Losses,Total private,Private Sector,U.S. totals,2014,Q01,1st Quarter,1880
BDS0000000000000000120004LQ5,Seasonally Adjusted,Business Employment Dynamics,Gross Job Losses,Total private,Private Sector,U.S. totals,2013,Q04,4th Quarter,1852
BDS0000000000000000120004LQ5,Seasonally Adjusted,Business Employment Dynamics,Gross Job Losses,Total private,Private Sector,U.S. totals,2013,Q03,3rd Quarter,1838
BDS0000000000000000120004LQ5,Seasonally Adjusted,Business Employment Dynamics,Gross Job Losses,Total private,Private Sector,U.S. totals,2013,Q02,2nd Quarter,1847
BDS0000000000000000120004LQ5,Seasonally Adjusted,Business Employment Dynamics,Gross Job Losses,Total private,Private Sector,U.S. totals,2013,Q01,1st Quarter,1850
BDS0000000000000000120004LQ5,Seasonally Adjusted,Business Employment Dynamics,Gross Job Losses,Total private,Private Sector,U.S. totals,2012,Q04,4th Quarter,1785
BDS0000000000000000120004LQ5,Seasonally Adjusted,Business Employment Dynamics,Gross Job Losses,Total private,Private Sector,U.S. totals,2012,Q03,3rd Quarter,1846
BDS0000000000000000120004LQ5,Seasonally Adjusted,Business Employment Dynamics,Gross Job Losses,Total private,Private Sector,U.S. totals,2012,Q02,2nd Quarter,1816
BDS0000000000000000120004LQ5,Seasonally Adjusted,Business Employment Dynamics,Gross Job Losses,Total private,Private Sector,U.S. totals,2012,Q01,1st Quarter,1804
BDS0000000000000000120004LQ5,Seasonally Adjusted,Business Employment Dynamics,Gross Job Losses,Total private,Private Sector,U.S. totals,2011,Q04,4th Quarter,1844
BDS0000000000000000120004LQ5,Seasonally Adjusted,Business Employment Dynamics,Gross Job Losses,Total private,Private Sector,U.S. totals,2011,Q03,3rd Quarter,1819
BDS0000000000000000120004LQ5,Seasonally Adjusted,Business Employment Dynamics,Gross Job Losses,Total private,Private Sector,U.S. totals,2011,Q02,2nd Quarter,1830
BDS0000000000000000120004LQ5,Seasonally Adjusted,Business Employment Dynamics,Gross Job Losses,Total private,Private Sector,U.S. totals,2011,Q01,1st Quarter,1843
BDS0000000000000000120004LQ5,Seasonally Adjusted,Business Employment Dynamics,Gross Job Losses,Total private,Private Sector,U.S. totals,2010,Q04,4th Quarter,1830
BDS0000000000000000120004LQ5,Seasonally Adjusted,Business Employment Dynamics,Gross Job Losses,Total private,Private Sector,U.S. totals,2010,Q03,3rd Quarter,1838
BDS0000000000000000120004LQ5,Seasonally Adjusted,Business Employment Dynamics,Gross Job Losses,Total private,Private Sector,U.S. totals,2010,Q02,2nd Quarter,1826
BDS0000000000000000120004LQ5,Seasonally Adjusted,Business Employment Dynamics,Gross Job Losses,Total private,Private Sector,U.S. totals,2010,Q01,1st Quarter,1913
